"age","workclass","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
35,"Private","Higher Education",11,"Married-civ-spouse","Other-service","Wife","Black","Female",0,0,40,"United States",">50K"
33,"State-gov","Postgraduate",16,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,48,"United States",">50K"
49,"Private","Middle",4,"Divorced","Other-service","Unmarried","White","Female",0,0,35,"United States","<=50K"
23,"Self-emp-not-inc","High School",9,"Divorced","Other-service","Unmarried","White","Female",0,0,50,"United States","<=50K"
59,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States",">50K"
55,"Private","Middle",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"United States","<=50K"
32,"Self-emp-not-inc","Higher Education",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"United States",">50K"
60,"Private","Higher Education",12,"Married-civ-spouse","Sales","Husband","White","Male",0,0,30,"United States","<=50K"
28,"Private","Higher Education",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,60,"United States","<=50K"
34,"Private","Higher Education",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United States",">50K"
32,"Private","High School",9,"Never-married","Machine-op-inspct","Unmarried","Black","Female",0,0,40,"United States","<=50K"
35,"Private","Higher Education",11,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,42,"United States",">50K"
38,"Private","Higher Education",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United States","<=50K"
52,"Self-emp-inc","Higher Education",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United States",">50K"
20,"Private","Higher Education",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,50,"United States","<=50K"
29,"Private","Higher Education",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States",">50K"
54,"Private","Postgraduate",14,"Widowed","Adm-clerical","Unmarried","White","Female",0,0,38,"United States","<=50K"
55,"Private","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
37,"Private","Higher Education",12,"Divorced","Craft-repair","Not-in-family","Black","Male",0,0,40,"United States","<=50K"
20,"State-gov","Higher Education",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United States","<=50K"
43,"Private","Higher Education",10,"Divorced","Prof-specialty","Unmarried","Black","Female",0,0,40,"United States","<=50K"
23,"Private","High School",9,"Never-married","Protective-serv","Own-child","Amer-Indian-Eskimo","Male",0,0,40,"United States","<=50K"
40,"Private","Postgraduate",14,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United States","<=50K"
26,"Private","Higher Education",10,"Separated","Sales","Unmarried","White","Female",0,0,35,"United States","<=50K"
60,"Private","Postgraduate",16,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,65,"United States",">50K"
39,"Private","High School",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United States",">50K"
26,"Private","Higher Education",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,70,"United States",">50K"
34,"Private","Higher Education",13,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,30,"United States",">50K"
32,"Private","High School",9,"Never-married","Sales","Not-in-family","White","Female",0,0,45,"United States","<=50K"
37,"Self-emp-not-inc","Higher Education",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United States","<=50K"
51,"Private","High School",9,"Married-civ-spouse","Adm-clerical","Other-relative","White","Female",0,0,40,"United States","<=50K"
33,"Private","Higher Education",13,"Married-spouse-absent","Other-service","Unmarried","White","Female",0,0,24,"United States","<=50K"
31,"Private","Higher Education",11,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United States","<=50K"
27,"Private","High School",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United States","<=50K"
31,"Private","Higher Education",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United States","<=50K"
60,"Private","Higher Education",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United States",">50K"
26,"Private","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United States",">50K"
25,"Self-emp-inc","High School",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United States",">50K"
53,"Self-emp-inc","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
45,"Private","Higher Education",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United States",">50K"
17,"Private","Middle",6,"Never-married","Other-service","Own-child","White","Male",0,0,30,"United States","<=50K"
34,"Private","Postgraduate",14,"Never-married","Sales","Unmarried","White","Male",0,0,60,"United States",">50K"
26,"Private","High School",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,50,"United States","<=50K"
35,"Private","Higher Education",12,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United States","<=50K"
25,"Local-gov","Higher Education",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United States","<=50K"
58,"Self-emp-inc","Higher Education",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United States",">50K"
27,"Private","Higher Education",15,"Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",0,0,10,"Asia","<=50K"
23,"Private","High School",8,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,46,"United States","<=50K"
66,"Private","High School",9,"Widowed","Craft-repair","Not-in-family","White","Male",0,0,16,"United States","<=50K"
34,"Self-emp-not-inc","Higher Education",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United States",">50K"
39,"Private","Middle",6,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,"United States","<=50K"
30,"Private","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United States",">50K"
50,"Private","High School",9,"Divorced","Other-service","Not-in-family","White","Male",0,0,40,"United States","<=50K"
35,"Private","Higher Education",12,"Never-married","Other-service","Not-in-family","White","Female",0,0,80,"United States",">50K"
41,"Federal-gov","Higher Education",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,44,"United States",">50K"
59,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,70,"United States","<=50K"
19,"Private","High School",9,"Never-married","Other-service","Own-child","White","Female",0,0,40,"United States","<=50K"
33,"Private","Higher Education",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United States","<=50K"
32,"Private","Higher Education",10,"Never-married","Exec-managerial","Other-relative","White","Female",0,0,50,"United States","<=50K"
37,"Private","Higher Education",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States","<=50K"
22,"Private","Primary",3,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"Mexico","<=50K"
29,"Private","High School",8,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United States","<=50K"
45,"State-gov","Higher Education",11,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United States","<=50K"
38,"Self-emp-inc","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United States",">50K"
42,"Private","Higher Education",10,"Never-married","Craft-repair","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"United States","<=50K"
20,"Private","Higher Education",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,25,"United States","<=50K"
43,"Private","Higher Education",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United States","<=50K"
36,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,80,"United States",">50K"
30,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States",">50K"
36,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United States",">50K"
25,"Private","Higher Education",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,50,"United States","<=50K"
44,"Private","Higher Education",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United States",">50K"
41,"Private","High School",9,"Never-married","Machine-op-inspct","Unmarried","Black","Female",0,0,40,"United States","<=50K"
47,"Private","Higher Education",12,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United States",">50K"
41,"Private","Higher Education",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United States",">50K"
18,"Private","High School",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United States","<=50K"
35,"Self-emp-not-inc","Higher Education",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United States","<=50K"
34,"Private","Higher Education",10,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,"United States","<=50K"
48,"Private","Postgraduate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United States",">50K"
68,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United States",">50K"
32,"Private","Higher Education",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,44,"United States","<=50K"
48,"Local-gov","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United States",">50K"
54,"Private","Postgraduate",14,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,50,"United States",">50K"
35,"Private","Postgraduate",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,45,"United States",">50K"
35,"Private","Higher Education",12,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,50,"United States","<=50K"
24,"Private","High School",9,"Never-married","Sales","Own-child","White","Male",0,0,40,"United States","<=50K"
57,"Local-gov","High School",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
56,"Private","Higher Education",10,"Married-spouse-absent","Transport-moving","Not-in-family","White","Male",0,0,40,"United States","<=50K"
22,"Private","Higher Education",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United States","<=50K"
46,"Private","Higher Education",10,"Divorced","Craft-repair","Unmarried","White","Male",0,0,40,"United States",">50K"
33,"Private","Higher Education",13,"Separated","Sales","Not-in-family","White","Female",0,0,50,"United States",">50K"
43,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States",">50K"
55,"Federal-gov","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
45,"Private","Higher Education",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States","<=50K"
59,"Federal-gov","Postgraduate",14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United States","<=50K"
37,"State-gov","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United States",">50K"
27,"State-gov","High School",9,"Never-married","Transport-moving","Not-in-family","Amer-Indian-Eskimo","Male",0,0,38,"United States",">50K"
35,"Private","Postgraduate",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United States",">50K"
24,"Private","Higher Education",10,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,40,"United States","<=50K"
64,"Private","High School",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United States","<=50K"
62,"Self-emp-not-inc","High School",9,"Never-married","Other-service","Unmarried","White","Female",0,0,6,"United States","<=50K"
44,"Private","Higher Education",10,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,55,"United States","<=50K"
68,"Local-gov","Postgraduate",14,"Widowed","Prof-specialty","Unmarried","Black","Female",0,0,40,"United States",">50K"
46,"Private","Middle",4,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,50,"United States","<=50K"
22,"Private","High School",9,"Never-married","Machine-op-inspct","Own-child","White","Female",0,0,40,"United States","<=50K"
37,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United States",">50K"
41,"Private","Higher Education",11,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United States",">50K"
48,"Federal-gov","High School",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United States",">50K"
21,"Private","High School",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,28,"United States","<=50K"
44,"Private","Higher Education",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States",">50K"
56,"Private","Middle",6,"Married-civ-spouse","Sales","Wife","Asian-Pac-Islander","Female",0,0,30,"Asia",">50K"
47,"Private","Higher Education",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United States",">50K"
26,"Private","Higher Education",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United States","<=50K"
41,"Federal-gov","Higher Education",10,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United States",">50K"
48,"Private","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States","<=50K"
36,"Private","Higher Education",10,"Divorced","Craft-repair","Unmarried","White","Male",0,0,40,"United States","<=50K"
42,"Private","Middle",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States","<=50K"
36,"Private","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United States",">50K"
44,"Self-emp-inc","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United States",">50K"
53,"Private","Higher Education",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United States",">50K"
36,"Private","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United States",">50K"
41,"Private","Higher Education",12,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,45,"United States",">50K"
64,"Self-emp-not-inc","Higher Education",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United States",">50K"
54,"Private","Middle",6,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United States","<=50K"
51,"Local-gov","High School",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United States","<=50K"
44,"Self-emp-not-inc","Middle",6,"Never-married","Craft-repair","Own-child","White","Male",0,0,50,"United States","<=50K"
22,"Private","Higher Education",10,"Never-married","Sales","Own-child","White","Male",0,0,34,"United States","<=50K"
49,"Private","Postgraduate",16,"Married-civ-spouse","Prof-specialty","Husband","Other","Male",0,0,50,"United States",">50K"
53,"Self-emp-not-inc","Higher Education",15,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,60,"United States",">50K"
43,"State-gov","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,35,"United States",">50K"
41,"Self-emp-not-inc","Higher Education",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,75,"United States",">50K"
24,"Private","Higher Education",10,"Divorced","Other-service","Not-in-family","Black","Male",0,0,40,"United States","<=50K"
43,"Local-gov","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United States","<=50K"
37,"Private","Higher Education",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United States",">50K"
17,"Private","Middle",7,"Never-married","Sales","Own-child","White","Male",0,0,20,"United States","<=50K"
48,"Private","High School",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,55,"United States",">50K"
35,"Private","Higher Education",13,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"Asia",">50K"
51,"Private","Higher Education",10,"Separated","Exec-managerial","Not-in-family","Black","Female",0,0,40,"United States","<=50K"
20,"Private","High School",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United States","<=50K"
21,"Private","Middle",7,"Never-married","Farming-fishing","Unmarried","White","Male",0,0,40,"United States","<=50K"
36,"Private","Higher Education",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United States",">50K"
41,"State-gov","High School",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United States","<=50K"
52,"Private","Middle",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States",">50K"
49,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United States",">50K"
28,"Self-emp-inc","High School",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United States",">50K"
49,"Private","Higher Education",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
42,"Private","Higher Education",10,"Divorced","Other-service","Unmarried","White","Female",0,0,32,"United States","<=50K"
66,"Private","High School",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,13,"United States","<=50K"
44,"Private","Higher Education",11,"Separated","Craft-repair","Other-relative","White","Male",0,0,48,"United States",">50K"
17,"Private","Middle",7,"Never-married","Sales","Own-child","White","Female",0,0,8,"United States","<=50K"
52,"Private","Higher Education",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United States",">50K"
24,"Private","Higher Education",10,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United States","<=50K"
65,"Private","Higher Education",10,"Widowed","Sales","Other-relative","White","Female",0,0,45,"United States","<=50K"
39,"Local-gov","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,50,"Europe",">50K"
48,"Private","Middle",7,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United States",">50K"
50,"Local-gov","Higher Education",11,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United States",">50K"
70,"Self-emp-inc","Postgraduate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
39,"Private","High School",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,"United States","<=50K"
32,"Private","Higher Education",13,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,40,"United States",">50K"
40,"Private","Middle",5,"Never-married","Craft-repair","Other-relative","Black","Male",0,0,49,"United States","<=50K"
33,"Private","Higher Education",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United States","<=50K"
44,"Federal-gov","Higher Education",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United States",">50K"
47,"Self-emp-not-inc","Higher Education",11,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United States",">50K"
24,"Private","High School",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United States","<=50K"
58,"Federal-gov","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"United States",">50K"
38,"Self-emp-not-inc","Middle",4,"Married-civ-spouse","Sales","Husband","White","Male",0,0,35,"United States",">50K"
47,"Local-gov","High School",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United States","<=50K"
41,"Private","Higher Education",13,"Divorced","Exec-managerial","Unmarried","Black","Female",0,0,40,"United States","<=50K"
24,"Private","Middle",7,"Never-married","Transport-moving","Own-child","White","Male",0,0,39,"United States","<=50K"
43,"Local-gov","Higher Education",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United States","<=50K"
27,"Private","Postgraduate",14,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United States","<=50K"
24,"Private","Higher Education",13,"Never-married","Prof-specialty","Unmarried","White","Female",0,0,40,"United States","<=50K"
45,"Private","Higher Education",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United States",">50K"
23,"Private","Higher Education",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United States","<=50K"
41,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States",">50K"
21,"State-gov","Higher Education",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"United States","<=50K"
37,"Federal-gov","High School",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"Europe",">50K"
50,"Self-emp-not-inc","High School",9,"Divorced","Prof-specialty","Not-in-family","Asian-Pac-Islander","Female",0,0,60,"Asia","<=50K"
47,"Private","Higher Education",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"Europe",">50K"
51,"Private","Higher Education",10,"Divorced","Exec-managerial","Unmarried","Black","Female",0,0,50,"United States","<=50K"
28,"Private","High School",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United States","<=50K"
19,"Self-emp-not-inc","Middle",7,"Never-married","Adm-clerical","Own-child","White","Female",0,0,30,"United States","<=50K"
47,"Private","Higher Education",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
61,"Private","Middle",7,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United States",">50K"
58,"Private","High School",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United States",">50K"
33,"Private","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United States",">50K"
50,"Self-emp-not-inc","Higher Education",11,"Never-married","Other-service","Not-in-family","White","Male",0,0,50,"United States","<=50K"
66,"Private","Higher Education",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United States",">50K"
36,"Local-gov","Higher Education",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United States",">50K"
55,"Federal-gov","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United States",">50K"
23,"Private","Higher Education",11,"Never-married","Craft-repair","Unmarried","White","Male",0,0,50,"United States","<=50K"
60,"Private","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United States",">50K"
44,"Local-gov","Postgraduate",14,"Never-married","Prof-specialty","Own-child","White","Female",0,0,55,"United States","<=50K"
41,"Private","Higher Education",12,"Divorced","Exec-managerial","Not-in-family","Black","Female",0,0,40,"SudAmerica","<=50K"
48,"Self-emp-not-inc","Higher Education",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United States",">50K"
59,"Private","Higher Education",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United States",">50K"
37,"Private","High School",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United States","<=50K"
23,"Private","High School",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United States","<=50K"
44,"Private","Higher Education",15,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,55,"United States",">50K"
30,"Private","Higher Education",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United States",">50K"
23,"Private","Higher Education",10,"Never-married","Prof-specialty","Own-child","White","Male",0,0,20,"United States","<=50K"
24,"Private","Higher Education",10,"Never-married","Sales","Own-child","White","Female",0,0,40,"United States","<=50K"
34,"Private","Higher Education",10,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,20,"United States","<=50K"
25,"Private","Middle",5,"Never-married","Farming-fishing","Other-relative","White","Male",0,0,45,"Mexico","<=50K"
32,"Local-gov","Higher Education",13,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United States","<=50K"
33,"State-gov","Middle",6,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United States","<=50K"
58,"Private","Higher Education",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States",">50K"
30,"Private","Higher Education",11,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,36,"United States","<=50K"
19,"Private","Middle",7,"Divorced","Sales","Unmarried","White","Female",0,0,20,"United States","<=50K"
40,"Private","Higher Education",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United States",">50K"
43,"Federal-gov","Higher Education",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United States","<=50K"
34,"Private","Higher Education",13,"Never-married","Sales","Not-in-family","White","Male",0,0,65,"United States",">50K"
22,"Private","High School",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United States","<=50K"
26,"Private","Middle",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States","<=50K"
43,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States",">50K"
43,"Self-emp-inc","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United States",">50K"
34,"State-gov","Higher Education",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,45,"United States",">50K"
32,"Private","High School",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,55,"United States","<=50K"
65,"Self-emp-not-inc","Middle",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States","<=50K"
49,"Private","Higher Education",11,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,45,"United States","<=50K"
25,"State-gov","Higher Education",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United States","<=50K"
28,"Self-emp-not-inc","High School",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,55,"United States","<=50K"
57,"Private","High School",9,"Widowed","Sales","Unmarried","White","Female",0,0,32,"United States","<=50K"
46,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United States","<=50K"
59,"Private","Middle",6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United States",">50K"
27,"Private","Higher Education",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United States",">50K"
29,"Private","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United States",">50K"
48,"Self-emp-not-inc","Higher Education",11,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,50,"United States","<=50K"
57,"Federal-gov","Higher Education",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United States",">50K"
28,"Private","High School",9,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United States","<=50K"
35,"Private","Higher Education",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,65,"Europe",">50K"
36,"Local-gov","Higher Education",13,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,35,"Europe",">50K"
28,"Private","Higher Education",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Mexico","<=50K"
40,"Local-gov","High School",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United States","<=50K"
33,"Private","Higher Education",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"Europe","<=50K"
63,"Private","High School",9,"Divorced","Farming-fishing","Not-in-family","White","Male",0,0,25,"United States","<=50K"
67,"Self-emp-not-inc","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,30,"United States","<=50K"
67,"Self-emp-inc","Higher Education",13,"Widowed","Other-service","Unmarried","White","Female",0,0,35,"United States","<=50K"
25,"Local-gov","Higher Education",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United States","<=50K"
35,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,80,"United States",">50K"
18,"Private","Middle",7,"Never-married","Other-service","Own-child","White","Male",0,0,12,"United States","<=50K"
40,"Private","Higher Education",12,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United States",">50K"
39,"Private","Higher Education",12,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,45,"United States","<=50K"
23,"Private","Higher Education",10,"Never-married","Other-service","Own-child","White","Female",0,0,40,"United States","<=50K"
31,"Private","Higher Education",11,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,30,"United States",">50K"
90,"Private","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United States",">50K"
