age,workclass,fnlwgt,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country.grouped,education.grouped
59,Private,151977,6,Separated,Priv-house-serv,Not-in-family,Black,Female,0,0,30,United States,Middle
41,Private,266530,9,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,45,United States,High School
25,Private,195994,2,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,SudAmerica,Primary
36,Private,138441,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United States,Higher Education
28,Private,142712,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United States,Higher Education
44,Self-emp-not-inc,98106,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United States,Higher Education
40,Private,174515,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United States,High School
35,Private,287658,10,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,40,United States,Higher Education
28,Private,176137,9,Never-married,Other-service,Own-child,White,Female,0,0,32,United States,High School
31,Private,125457,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United States,High School
25,Private,187653,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,48,United States,High School
46,Private,120131,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United States,Higher Education
17,Private,65368,7,Never-married,Sales,Own-child,White,Female,0,0,12,United States,Middle
22,Self-emp-inc,269583,4,Married-civ-spouse,Craft-repair,Husband,White,Male,2580,0,40,United States,Middle
22,Private,418405,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Higher Education
33,Private,155781,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United States,Higher Education
30,Private,76107,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United States,High School
26,Private,402998,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,58,United States,Higher Education
36,Private,297449,13,Divorced,Prof-specialty,Not-in-family,White,Male,14084,0,40,United States,Higher Education
40,Private,212760,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United States,High School
18,Private,177648,9,Never-married,Sales,Own-child,White,Female,0,0,25,United States,High School
41,Private,166740,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United States,High School
40,Self-emp-inc,191429,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United States,Higher Education
54,Private,138944,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United States,High School
27,Private,230563,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United States,High School
46,Private,328216,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United States,Higher Education
55,Self-emp-not-inc,76901,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United States,Higher Education
43,Self-emp-not-inc,33521,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,70,United States,Higher Education
42,Private,212894,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United States,Higher Education
54,Private,145419,9,Married-civ-spouse,Sales,Husband,White,Male,0,1672,50,United States,High School
22,Private,399087,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,40,Mexico,Primary
40,Private,82465,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2580,0,40,United States,Higher Education
44,Private,201924,13,Divorced,Sales,Unmarried,White,Female,0,0,35,United States,Higher Education
56,Private,220187,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United States,Higher Education
36,Private,128516,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United States,High School
18,Private,304169,7,Never-married,Sales,Own-child,White,Male,0,0,35,United States,Middle
47,Private,185399,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,38,United States,High School
32,Private,195000,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,45,United States,Higher Education
60,State-gov,313946,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United States,High School
32,Private,61898,7,Divorced,Other-service,Unmarried,White,Female,0,0,15,United States,Middle
71,Self-emp-not-inc,78786,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,10,United States,Middle
36,Private,269042,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Asia,High School
51,Private,95469,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United States,High School
38,Private,82622,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United States,Higher Education
40,Private,64980,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,55,United States,Higher Education
50,Private,88842,13,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,40,United States,Higher Education
25,Private,111058,12,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United States,Higher Education
19,Private,262601,9,Never-married,Other-service,Own-child,White,Female,0,0,14,United States,High School
26,Private,202091,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United States,High School
48,Local-gov,242923,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,1848,40,United States,High School
20,Private,157894,10,Never-married,Other-service,Own-child,Black,Male,0,0,20,United States,Higher Education
37,Private,305597,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United States,High School
24,Private,100669,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,30,United States,Higher Education
43,Federal-gov,262233,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United States,Higher Education
33,Private,216145,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
20,Private,224059,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United States,High School
24,Private,174138,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Higher Education
46,Self-emp-inc,125892,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United States,Postgraduate
31,Private,223327,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United States,High School
27,Private,238859,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United States,Higher Education
34,Private,299635,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United States,Postgraduate
34,State-gov,34104,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,38,United States,Postgraduate
30,Private,219110,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United States,High School
52,Private,174964,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United States,High School
34,Self-emp-not-inc,182714,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,United States,Higher Education
29,Private,132686,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United States,High School
17,Private,151141,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United States,Middle
39,Private,347960,15,Never-married,Prof-specialty,Not-in-family,White,Female,14084,0,35,United States,Higher Education
23,Private,165064,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United States,Higher Education
40,Local-gov,261497,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,35,United States,High School
50,Private,237868,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United States,Postgraduate
79,Private,120707,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,35,SudAmerica,Postgraduate
30,Private,437825,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,SudAmerica,Higher Education
23,Private,435835,9,Never-married,Sales,Not-in-family,White,Male,0,1669,55,United States,High School
52,Private,117674,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United States,High School
45,Private,145637,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,48,United States,Higher Education
31,Private,32550,6,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United States,Middle
22,Private,190483,10,Divorced,Sales,Own-child,White,Female,0,0,48,Asia,Higher Education
50,Private,217577,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United States,High School
46,Private,117849,10,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United States,Higher Education
39,Private,172425,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United States,Higher Education
44,Private,222978,9,Divorced,Sales,Not-in-family,White,Female,0,1504,40,United States,High School
23,Private,115326,10,Never-married,Sales,Own-child,White,Female,0,0,20,United States,Higher Education
46,Private,321327,10,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,45,United States,Higher Education
30,Private,303867,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,44,United States,High School
39,Private,154410,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United States,High School
43,Private,174325,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United States,Middle
48,Private,181758,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United States,Higher Education
69,Private,203313,9,Widowed,Other-service,Not-in-family,White,Female,991,0,18,United States,High School
39,Private,158962,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United States,Higher Education
33,Self-emp-inc,40444,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United States,Higher Education
60,Private,291904,6,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United States,Middle
45,Private,205424,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United States,Higher Education
41,Local-gov,297248,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,45,United States,Higher Education
33,Private,189368,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United States,Higher Education
36,Self-emp-not-inc,257250,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,99,United States,Higher Education
28,Private,230856,10,Never-married,Prof-specialty,Not-in-family,Black,Female,3325,0,50,United States,Higher Education
68,Private,50351,14,Never-married,Adm-clerical,Not-in-family,White,Female,6360,0,20,United States,Postgraduate
33,Private,177331,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United States,Higher Education
25,Private,299908,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,United States,Higher Education
35,Private,52187,10,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United States,Higher Education
53,Private,99185,9,Widowed,Craft-repair,Unmarried,White,Male,0,0,40,United States,High School
50,Self-emp-not-inc,30653,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,2407,0,98,United States,Postgraduate
18,Private,193166,5,Never-married,Sales,Own-child,White,Female,0,0,42,United States,Middle
42,Private,204235,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United States,Higher Education
51,Federal-gov,174102,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United States,High School
33,Private,143540,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
33,Local-gov,100734,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,55,United States,High School
32,Federal-gov,249409,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United States,High School
34,Private,101345,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United States,Higher Education
50,Private,152810,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United States,Higher Education
34,Self-emp-inc,314375,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United States,Higher Education
22,Private,205970,6,Separated,Other-service,Unmarried,White,Female,0,0,35,United States,Middle
32,Private,240888,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United States,Higher Education
61,Self-emp-not-inc,181033,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United States,High School
31,Private,236599,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United States,Higher Education
31,Private,159187,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Higher Education
41,Local-gov,351350,10,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,United States,Higher Education
28,Private,132191,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United States,High School
56,Private,213105,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,United States,High School
42,Self-emp-not-inc,32185,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United States,Higher Education
39,Private,77146,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United States,Higher Education
58,Private,137547,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,Africa,Higher Education
36,Private,359678,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,48,United States,High School
33,Self-emp-not-inc,270889,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United States,High School
25,Private,181666,12,Never-married,Tech-support,Own-child,White,Female,0,0,40,United States,Higher Education
27,Private,164170,13,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,20,Asia,Higher Education
21,Private,20728,9,Never-married,Sales,Own-child,White,Female,4101,0,40,United States,High School
30,Private,202450,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United States,High School
63,Self-emp-not-inc,129845,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Middle
37,Private,215310,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United States,High School
45,Private,341995,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,42,United States,Higher Education
54,Private,103580,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,55,United States,Higher Education
56,Self-emp-inc,24127,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,54,United States,Higher Education
56,Private,187487,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United States,High School
39,Self-emp-not-inc,126569,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United States,Higher Education
36,Self-emp-not-inc,245090,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,Mexico,Higher Education
44,Private,210013,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United States,High School
21,Private,185948,10,Never-married,Sales,Own-child,White,Male,0,0,35,United States,Higher Education
37,Private,213726,9,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Asia,High School
46,Private,104632,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Asia,High School
42,Federal-gov,31621,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United States,Higher Education
25,Federal-gov,50053,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United States,Higher Education
54,Private,155233,13,Never-married,Adm-clerical,Not-in-family,White,Female,14084,0,40,United States,Higher Education
62,Private,201928,9,Widowed,Craft-repair,Unmarried,Black,Female,0,0,40,United States,High School
61,Self-emp-not-inc,176965,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United States,Higher Education
32,Private,95885,7,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,13550,0,60,United States,Middle
38,Private,185330,10,Never-married,Craft-repair,Own-child,White,Female,0,0,25,United States,Higher Education
56,Private,285730,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,66,United States,Postgraduate
45,Federal-gov,181970,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1672,40,United States,High School
42,Private,149909,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United States,Higher Education
29,Federal-gov,41013,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,United States,Higher Education
41,Private,201495,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United States,Postgraduate
40,Private,188465,9,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United States,High School
56,Self-emp-not-inc,201318,5,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,3411,0,50,SudAmerica,Middle
44,Local-gov,387770,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,15,United States,Higher Education
35,Private,31964,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United States,Higher Education
36,Private,411797,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,United States,Higher Education
55,Private,185459,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United States,Postgraduate
18,Local-gov,146586,9,Never-married,Other-service,Own-child,White,Male,0,0,60,United States,High School
32,Private,175052,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United States,High School
41,Private,372682,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United States,Higher Education
26,Private,288959,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,36,United States,High School
39,Private,193689,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United States,Higher Education
33,Private,110998,9,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Female,0,0,36,United States,High School
37,Self-emp-not-inc,24106,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,30,United States,High School
38,Private,204756,9,Never-married,Sales,Own-child,White,Female,0,0,40,United States,High School
44,Private,173704,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United States,Higher Education
55,Private,116878,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,30,United States,Postgraduate
40,Private,141657,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United States,High School
46,Private,121124,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United States,Higher Education
42,Federal-gov,122861,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United States,Postgraduate
39,Local-gov,166497,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United States,High School
58,Private,116901,9,Divorced,Other-service,Unmarried,White,Female,0,0,25,United States,High School
54,Federal-gov,33863,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United States,High School
62,Private,122246,10,Never-married,Craft-repair,Not-in-family,White,Female,8614,0,39,United States,Higher Education
39,Private,191841,12,Separated,Prof-specialty,Not-in-family,White,Female,0,0,30,United States,Higher Education
37,Private,312271,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,65,United States,Postgraduate
33,Private,188352,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United States,Postgraduate
23,Private,199884,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,45,United States,High School
35,Self-emp-not-inc,462832,9,Married-civ-spouse,Craft-repair,Wife,Black,Female,0,0,40,United States,High School
39,Private,37314,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United States,Postgraduate
54,Self-emp-not-inc,242606,14,Married-civ-spouse,Sales,Husband,White,Male,4386,0,45,United States,Postgraduate
36,Private,115834,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,55,United States,Higher Education
34,Private,155151,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Higher Education
33,State-gov,111994,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United States,Higher Education
57,Private,141326,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United States,High School
59,Federal-gov,178660,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United States,Higher Education
45,Local-gov,318280,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United States,Higher Education
44,Private,165815,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United States,Middle
23,Private,224059,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United States,High School
38,Private,172538,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United States,Higher Education
64,Self-emp-inc,142166,13,Divorced,Sales,Not-in-family,White,Male,0,0,45,United States,Higher Education
38,Private,193026,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Middle
39,Private,166744,9,Never-married,Other-service,Own-child,White,Female,0,0,38,United States,High School
38,Private,180303,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,Asia,Higher Education
48,Private,47686,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United States,Middle
43,State-gov,125405,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United States,High School
47,Private,160440,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United States,Higher Education
39,Private,123945,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United States,High School
40,State-gov,182460,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,38,Asia,Postgraduate
58,Private,201112,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,55,United States,Higher Education
18,Private,169652,7,Never-married,Other-service,Own-child,White,Female,0,0,12,United States,Middle
29,Private,354558,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United States,High School
58,Private,119558,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United States,High School
42,State-gov,117583,16,Divorced,Prof-specialty,Not-in-family,White,Female,8614,0,60,United States,Postgraduate
48,State-gov,118330,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,40,United States,Higher Education
53,Private,177727,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United States,High School
60,Private,202226,10,Divorced,Craft-repair,Own-child,White,Male,0,0,44,United States,Higher Education
45,Local-gov,236586,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,55,United States,Postgraduate
31,Self-emp-not-inc,122749,11,Divorced,Craft-repair,Own-child,White,Male,0,0,20,United States,Higher Education
29,Private,144556,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United States,High School
42,Private,378384,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,United States,Higher Education
39,Self-emp-not-inc,164593,16,Never-married,Prof-specialty,Not-in-family,White,Male,4787,0,40,United States,Postgraduate
21,Private,119156,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United States,High School
48,State-gov,85384,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Higher Education
46,Private,197332,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,46,United States,Postgraduate
47,Private,379118,4,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,60,United States,Middle
26,Private,181597,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United States,Higher Education
58,Private,281792,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United States,Higher Education
34,Federal-gov,198265,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United States,Higher Education
35,Private,186934,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United States,High School
64,State-gov,269512,13,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United States,Higher Education
51,Private,173291,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United States,High School
31,Private,340917,9,Never-married,Craft-repair,Unmarried,White,Male,14344,0,40,United States,High School
25,Private,215384,7,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United States,Middle
31,Self-emp-not-inc,119411,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United States,High School
27,Private,336951,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,99,United States,High School
27,Private,39665,9,Divorced,Sales,Unmarried,White,Female,0,0,37,United States,High School
18,Local-gov,152171,7,Never-married,Protective-serv,Own-child,White,Male,0,0,10,United States,Middle
39,Private,165186,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United States,Higher Education
39,Private,114251,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
21,Private,100462,11,Never-married,Exec-managerial,Own-child,White,Female,2174,0,60,United States,Higher Education
50,Private,24013,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,84,United States,Higher Education
21,Private,231573,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United States,Higher Education
24,Private,220323,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United States,Higher Education
36,Private,77820,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Higher Education
54,Self-emp-not-inc,172898,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,50,United States,Higher Education
23,Federal-gov,173851,9,Never-married,Armed-Forces,Not-in-family,White,Male,0,0,8,United States,High School
63,Private,171635,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United States,Higher Education
36,Private,320811,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Higher Education
40,Private,184105,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Higher Education
58,Private,275859,9,Widowed,Craft-repair,Unmarried,White,Male,8614,0,52,Mexico,High School
20,Private,235691,9,Never-married,Sales,Unmarried,White,Male,0,0,40,United States,High School
39,Private,165215,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,18,United States,Postgraduate
38,Private,607848,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United States,Higher Education
54,State-gov,312897,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,46,Europe,Postgraduate
71,Private,187493,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United States,High School
53,Self-emp-not-inc,321865,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,60,United States,Higher Education
52,Private,198824,11,Separated,Other-service,Unmarried,White,Female,0,0,35,United States,Higher Education
43,Private,339814,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,40,United States,Higher Education
59,Federal-gov,23789,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United States,High School
32,Private,252752,14,Never-married,Exec-managerial,Not-in-family,White,Female,13550,0,60,United States,Postgraduate
24,Private,161198,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,25,United States,Higher Education
19,Private,458558,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United States,High School
31,Private,201122,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,45,United States,Higher Education
48,Private,148549,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United States,Higher Education
54,Private,337992,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,Asia,Higher Education
38,State-gov,462832,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,SudAmerica,Higher Education
17,Private,60562,5,Never-married,Other-service,Own-child,White,Female,0,0,20,United States,Middle
27,Self-emp-not-inc,153805,10,Married-civ-spouse,Transport-moving,Other-relative,Other,Male,0,0,50,SudAmerica,Higher Education
28,Private,34532,13,Never-married,Tech-support,Not-in-family,Black,Male,0,0,30,SudAmerica,Higher Education
17,Private,413557,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,32,United States,Middle
19,Private,205829,9,Never-married,Sales,Own-child,White,Female,0,0,35,United States,High School
24,Private,149342,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United States,Higher Education
27,Private,391468,7,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United States,Middle
50,Private,98975,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United States,Higher Education
42,Private,32981,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United States,High School
34,Self-emp-not-inc,192259,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United States,Higher Education
41,Private,102085,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United States,High School
20,Private,333843,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United States,High School
43,Private,303051,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United States,Higher Education
28,Self-emp-inc,191129,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,65,United States,High School
48,Private,114561,13,Married-spouse-absent,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,36,Asia,Higher Education
